date,category,menu,quantity,total price,payment,mode
2024-06-04,Shake,Smoothie (L),3,300,Gcash,Physical
2024-06-04,Others,Popcorn,5,50,Cash,Physical
2024-06-04,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-06-04,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-04,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-04,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-04,Shake,Mango Shake (L),1,90,Cash,Physical
2024-06-04,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-04,Sandwich,Burger With Ham,5,175,Cash,Physical
2024-06-04,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-04,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Gcash,Physical
2024-06-04,Shake,Mango Shake (L),2,180,Cash,Physical
2024-06-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-04,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-06-04,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-04,Shake,Mango Graham Shake (M),1,85,Cash,Delivered
2024-06-04,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-06-04,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2024-06-04,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-04,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-04,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-04,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-06-04,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-04,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-04,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-04,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-04,Shake,Avocado Shake (S),3,150,Gcash,Physical
2024-06-04,Sandwich,Ham Sandwich With Cheese,4,128,Cash,Physical
2024-06-04,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-04,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-04,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-05,Shake,Mango Shake (S),1,50,Gcash,Delivered
2024-06-05,Shake,Mango Graham Shake (M),2,170,Cash,Physical
2024-06-05,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-06-05,Sandwich,Cheeseburger With Ham,1,40,Cash,Delivered
2024-06-05,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-06-05,Sandwich,Cheeseburger With Ham + Coleslaw,2,90,Cash,Physical
2024-06-05,Shake,Avocado Shake (M),4,280,Cash,Physical
2024-06-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-05,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-05,Others,French Fries,1,25,Cash,Physical
2024-06-05,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-05,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-05,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-06-05,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-05,Shake,Special Mango Shake With Boba (L),3,330,Gcash,Physical
2024-06-05,Shake,Mango Graham Shake (S),4,260,Cash,Physical
2024-06-05,Sandwich,Ham Sandwich With Egg,2,80,Gcash,Physical
2024-06-05,Others,French Fries,3,75,Cash,Physical
2024-06-05,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-05,Shake,Mango Shake (L),3,270,Cash,Delivered
2024-06-05,Shake,Special Mango Shake With Boba (M),4,360,Gcash,Physical
2024-06-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-05,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-06-05,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-05,Shake,Mango Graham Shake (M),2,170,Gcash,Physical
2024-06-05,Others,Siomai,2,20,Cash,Physical
2024-06-05,Shake,Special Mango Shake With Boba (M),3,270,Cash,Physical
2024-06-05,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-06-05,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-06-05,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-05,Others,Strawberry And Cream Cheese (S),2,130,Cash,Physical
2024-06-05,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-06-05,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-06,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-06-06,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-06,Sandwich,Cheeseburger With Egg,4,168,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-06-06,Others,Popcorn,1,10,Cash,Physical
2024-06-06,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-06-06,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-06,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-06,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-06,Shake,Mango Shake (M),5,350,Cash,Physical
2024-06-06,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2024-06-06,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical
2024-06-06,Sandwich,Burger,1,20,Cash,Physical
2024-06-06,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-06,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-06,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-06-06,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-06-06,Shake,Mango Shake (S),1,50,Gcash,Physical
2024-06-06,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-06-06,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-06-06,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-06,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-06,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-06,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-06-06,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-06,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-06,Sandwich,Burger,1,20,Cash,Physical
2024-06-06,Shake,Mango Shake (L),1,90,Gcash,Physical
2024-06-06,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-06-06,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-06-06,Shake,Mango Shake (S),1,50,Cash,Delivered
2024-06-06,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-06-06,Others,Siomai,1,10,Gcash,Physical
2024-06-06,Shake,Mango Shake (S),1,50,Cash,Delivered
2024-06-06,Shake,Mango Shake (L),5,450,Cash,Physical
2024-06-06,Shake,Mango Graham Shake (M),5,425,Gcash,Physical
2024-06-06,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-06-06,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-06,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-06-06,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2024-06-06,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-06,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-07,Sandwich,Cheeseburger With Egg,5,210,Cash,Physical
2024-06-07,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-07,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-07,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-06-07,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-06-07,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-06-07,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-07,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-07,Others,Strawberry And Cream Cheese (M),5,425,Cash,Physical
2024-06-07,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-06-07,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-07,Shake,Smoothie (M),2,160,Cash,Physical
2024-06-07,Shake,Smoothie (M),2,160,Gcash,Physical
2024-06-07,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-06-07,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-06-07,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Delivered
2024-06-07,Shake,Mango Graham Shake (M),5,425,Cash,Physical
2024-06-07,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-07,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-07,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-06-07,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2024-06-07,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical
2024-06-07,Others,French Fries,4,100,Cash,Physical
2024-06-07,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-07,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical
2024-06-07,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-06-07,Sandwich,Cheeseburger,3,81,Cash,Physical
2024-06-07,Shake,Mango Shake (L),1,90,Gcash,Physical
2024-06-08,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-06-08,Others,Strawberry And Cream Cheese (M),2,170,Cash,Physical
2024-06-08,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-08,Sandwich,Cheeseburger With Egg,4,168,Cash,Physical
2024-06-08,Shake,Mango Shake (L),1,90,Cash,Physical
2024-06-08,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-08,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-08,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical
2024-06-08,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-08,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-06-08,Shake,Mango Graham Shake (M),2,170,Cash,Physical
2024-06-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-08,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-06-08,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-06-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-08,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-08,Shake,Smoothie (S),4,240,Gcash,Physical
2024-06-08,Shake,Smoothie (M),2,160,Cash,Physical
2024-06-08,Sandwich,Ham Sandwich,4,108,Gcash,Physical
2024-06-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-08,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-08,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-06-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-06-08,Sandwich,Egg Sandwich,4,100,Cash,Physical
2024-06-08,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-08,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-06-08,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-06-08,Shake,Mango Graham Shake (M),2,170,Cash,Physical
2024-06-08,Others,Siomai,5,50,Cash,Physical
2024-06-08,Shake,Avocado Shake (L),3,270,Cash,Physical
2024-06-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-08,Sandwich,Burger,1,20,Cash,Physical
2024-06-08,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-08,Others,All In,1,53,Cash,Physical
2024-06-08,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-06-08,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-06-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-08,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-06-08,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-08,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-06-08,Shake,Mango Shake (L),1,90,Cash,Physical
2024-06-08,Sandwich,Cheeseburger With Egg,2,84,Cash,Physical
2024-06-08,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-08,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-08,Others,Cheese Stick,1,2,Cash,Physical
2024-06-08,Shake,Mango Shake (L),4,360,Cash,Physical
2024-06-08,Shake,Smoothie (L),2,200,Cash,Physical
2024-06-08,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-08,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-06-08,Shake,Mango Graham Shake (S),5,325,Gcash,Physical
2024-06-09,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-06-09,Shake,Special Mango Shake With Boba (L),1,110,Cash,Delivered
2024-06-09,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-09,Shake,Smoothie (S),3,180,Cash,Physical
2024-06-09,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-09,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2024-06-09,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-06-09,Sandwich,Cheeseburger With Egg,3,126,Cash,Physical
2024-06-09,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-06-09,Sandwich,Ham Sandwich With Egg,5,200,Cash,Physical
2024-06-09,Sandwich,Burger,1,20,Cash,Physical
2024-06-09,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-09,Sandwich,Ham Sandwich,1,27,Gcash,Physical
2024-06-09,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-09,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-09,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-09,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-09,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-09,Sandwich,Burger With Ham,4,140,Gcash,Physical
2024-06-09,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2024-06-09,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-06-09,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-09,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-09,Sandwich,Cheeseburger With Ham + Coleslaw,5,225,Cash,Physical
2024-06-09,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-06-09,Shake,Mango Graham Shake (S),5,325,Gcash,Physical
2024-06-09,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-09,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-09,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-06-09,Others,French Fries,1,25,Gcash,Physical
2024-06-09,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-06-09,Sandwich,Burger,1,20,Cash,Physical
2024-06-09,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-09,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-06-09,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-06-09,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-06-09,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-06-09,Shake,Avocado Shake (L),2,180,Cash,Physical
2024-06-09,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-06-09,Sandwich,Ham Sandwich With Egg And Cheese,3,135,Cash,Physical
2024-06-09,Sandwich,Cheeseburger,5,135,Cash,Physical
2024-06-09,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-06-09,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-09,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-06-09,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-09,Shake,Mango Shake (L),4,360,Cash,Physical
2024-06-10,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-10,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Gcash,Physical
2024-06-10,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-06-10,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-10,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-06-10,Sandwich,Cheeseburger,2,54,Gcash,Physical
2024-06-10,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-06-10,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-10,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-06-10,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-10,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-06-10,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-10,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-10,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-06-10,Shake,Mango Graham Shake (S),4,260,Cash,Physical
2024-06-10,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-10,Shake,Special Mango Shake With Boba (L),4,440,Cash,Physical
2024-06-10,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-10,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-10,Shake,Smoothie (L),4,400,Cash,Physical
2024-06-10,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-10,Shake,Mango Shake (M),1,70,Cash,Delivered
2024-06-10,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-10,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-10,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-10,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-10,Shake,Smoothie (L),3,300,Cash,Physical
2024-06-11,Sandwich,Ham Sandwich With Egg,4,160,Cash,Physical
2024-06-11,Others,French Fries,5,125,Cash,Physical
2024-06-11,Shake,Mango Graham Shake (M),5,425,Cash,Physical
2024-06-11,Sandwich,Cheeseburger With Egg + Coleslaw,5,235,Cash,Physical
2024-06-11,Sandwich,Egg Sandwich,1,25,Gcash,Physical
2024-06-11,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-06-11,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-11,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-06-11,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-06-11,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-06-11,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-06-11,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-06-11,Sandwich,Burger,1,20,Cash,Physical
2024-06-11,Shake,Mango Shake (M),4,280,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-11,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-06-11,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2024-06-11,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-06-11,Shake,Mango Shake (L),1,90,Cash,Physical
2024-06-11,Sandwich,Egg Sandwich + Coleslaw,4,120,Gcash,Physical
2024-06-11,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical
2024-06-11,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-11,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical
2024-06-11,Others,Cheese Stick,1,2,Gcash,Physical
2024-06-11,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-06-11,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2024-06-11,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-06-12,Sandwich,Burger,1,20,Cash,Physical
2024-06-12,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical
2024-06-12,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-12,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-06-12,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-12,Shake,Mango Shake (S),4,200,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-06-12,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical
2024-06-12,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-06-12,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical
2024-06-12,Shake,Mango Shake (S),1,50,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-06-12,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-06-12,Shake,Avocado Shake (M),1,70,Gcash,Physical
2024-06-12,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-06-12,Shake,Mango Shake (S),2,100,Cash,Physical
2024-06-12,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-06-12,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-12,Others,French Fries,1,25,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-06-12,Sandwich,Egg Sandwich With Cheese + Coleslaw,4,148,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich With Egg And Cheese,3,135,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-12,Shake,Smoothie (S),2,120,Cash,Physical
2024-06-12,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-06-12,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-06-12,Shake,Avocado Shake (L),2,180,Cash,Physical
2024-06-12,Sandwich,Burger,1,20,Cash,Physical
2024-06-12,Shake,Mango Shake (M),4,280,Cash,Physical
2024-06-12,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-06-12,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-06-12,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-06-12,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-12,Sandwich,Ham Sandwich + Coleslaw,5,160,Cash,Physical
2024-06-13,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-06-13,Shake,Smoothie (M),1,80,Cash,Physical
2024-06-13,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-13,Shake,Special Mango Shake With Boba (L),1,110,Cash,Delivered
2024-06-13,Others,French Fries,1,25,Cash,Physical
2024-06-13,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical
2024-06-13,Sandwich,Burger With Ham,4,140,Cash,Physical
2024-06-13,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-06-13,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-06-13,Shake,Smoothie (L),1,100,Cash,Physical
2024-06-13,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-13,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-06-13,Shake,Mango Shake (M),2,140,Cash,Physical
2024-06-13,Shake,Mango Shake (S),5,250,Cash,Physical
2024-06-13,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-06-13,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-13,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-06-13,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-06-13,Sandwich,Cheeseburger,5,135,Cash,Physical
2024-06-13,Sandwich,Ham Sandwich With Egg And Cheese,5,225,Cash,Physical
2024-06-13,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-06-13,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-06-13,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-06-13,Shake,Special Mango Shake With Boba (S),3,210,Cash,Physical
2024-06-13,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-06-13,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-06-14,Shake,Mango Shake (M),1,70,Cash,Physical
2024-06-14,Shake,Smoothie (S),1,60,Cash,Physical
2024-06-14,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-06-14,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-06-14,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
